city,location,locality_type,BHK,bathroom,balcony,total_sqft,furnishing,parking,price
bangalore,sarjapur  road,super built-up  area,1.0,1.0,1.0,835.0,semi-furnished,5.0,4695000.0
bangalore,electronics city phase 1,super built-up  area,1.0,1.0,1.0,650.0,furnished,2.0,2300000.0
bangalore,thanisandra,built-up  area,1.0,1.0,1.0,923.0,semi-furnished,2.0,4569000.0
bangalore,kudlu gate,super built-up  area,1.0,1.0,1.0,703.0,semi-furnished,1.0,5200000.0
bangalore,sonnenahalli,super built-up  area,1.0,1.0,1.0,605.0,semi-furnished,3.0,4000000.0
bangalore,cholanayakanahalli,plot  area,1.0,2.0,0.0,750.0,furnished,4.0,5000000.0
bangalore,sanjay nagar,built-up  area,1.0,1.0,1.0,965.0,semi-furnished,2.0,3200000.0
bangalore,chikkathoguru,super built-up  area,1.0,1.0,1.0,1500.0,unfurnished,0.0,1950000.0
bangalore,"hoodi circle,",built-up  area,1.0,1.0,1.0,813.0,semi-furnished,1.0,3900000.0
bangalore,wilson garden,super built-up  area,1.0,1.0,1.0,735.0,semi-furnished,0.0,7500000.0
bangalore,sarvabhouma nagar,built-up  area,1.0,1.0,0.0,500.0,semi-furnished,4.0,2400000.0
bangalore,chandapura,super built-up  area,1.0,1.0,1.0,520.0,unfurnished,1.0,1404000.0
bangalore,hosur road,super built-up  area,1.0,1.0,2.0,760.0,semi-furnished,2.0,2128000.0
bangalore,kanakpura road,carpet  area,1.0,1.0,0.0,458.0,semi-furnished,0.0,1969500.0
bangalore,whitefield,super built-up  area,1.0,1.0,0.0,709.0,unfurnished,1.0,3438500.0
bangalore,marathahalli,super built-up  area,1.0,1.0,1.0,607.0,semi-furnished,0.0,3500000.0
bangalore,gottigere,plot  area,1.0,1.0,1.0,812.0,semi-furnished,3.0,2600000.0
bangalore,yeshwanthpur,super built-up  area,1.0,1.0,0.0,605.0,furnished,1.0,4174500.0
bangalore,magadi road,built-up  area,1.0,1.0,0.0,440.0,unfurnished,4.0,3500000.0
bangalore,balagere,super built-up  area,1.0,1.0,1.0,656.0,unfurnished,3.0,5300000.0
bangalore,raja rajeshwari nagar,super built-up  area,1.0,1.0,0.0,550.0,semi-furnished,5.0,2100000.0
bangalore,kenchenahalli,super built-up  area,1.0,1.0,1.0,715.0,unfurnished,3.0,4500000.0
bangalore,chandapura,built-up  area,1.0,1.0,1.0,620.0,unfurnished,5.0,2700000.0
bangalore,avalahalli,super built-up  area,1.0,1.0,1.0,833.0,semi-furnished,3.0,4900000.0
bangalore,yeshwanthpur,super built-up  area,1.0,1.0,1.0,669.0,unfurnished,2.0,3685000.0
bangalore,dasanapura,super built-up  area,1.0,1.0,0.0,708.0,semi-furnished,1.0,2832000.0
bangalore,rachenahalli,super built-up  area,1.0,1.0,1.0,440.0,semi-furnished,0.0,2800000.0
bangalore,chandapura,super built-up  area,1.0,1.0,1.0,645.0,furnished,2.0,1645000.0
bangalore,whitefield,built-up  area,1.0,1.0,1.0,624.0,furnished,2.0,3500000.0
bangalore,budigere,super built-up  area,1.0,1.0,0.0,722.0,unfurnished,0.0,4600000.0
bangalore,nagavarapalya,super built-up  area,1.0,1.0,1.0,705.0,unfurnished,1.0,5250000.0
bangalore,hoodi,super built-up  area,1.0,1.0,1.0,706.0,semi-furnished,5.0,4824000.0
bangalore,kengeri,super built-up  area,1.0,1.0,1.0,416.0,semi-furnished,5.0,1950000.0
bangalore,marathahalli,super built-up  area,1.0,1.0,1.0,615.0,furnished,4.0,4400000.0
bangalore,haralur road,super built-up  area,1.0,1.0,1.0,575.0,semi-furnished,0.0,8800000.0
bangalore,kodigehalli,super built-up  area,1.0,1.0,1.0,655.0,semi-furnished,1.0,5300000.0
bangalore,thanisandra,super built-up  area,1.0,1.0,1.0,662.0,semi-furnished,3.0,4200000.0
bangalore,electronics city phase 1,super built-up  area,1.0,1.0,1.0,755.0,semi-furnished,0.0,4241000.0
bangalore,chandapura,super built-up  area,1.0,1.0,1.0,645.0,semi-furnished,2.0,1645000.0
bangalore,neeladri nagar,built-up  area,1.0,1.0,1.0,640.0,semi-furnished,4.0,2050000.0
bangalore,sarjapur  road,super built-up  area,1.0,1.0,2.0,715.0,semi-furnished,5.0,2900000.0
bangalore,nagavarapalya,super built-up  area,1.0,1.0,1.0,705.0,unfurnished,1.0,5700000.0
bangalore,doddathoguru,super built-up  area,1.0,1.0,1.0,750.0,semi-furnished,4.0,2550000.0
bangalore,marathahalli,super built-up  area,1.0,1.0,1.0,780.0,semi-furnished,5.0,5500000.0
bangalore,uttarahalli,super built-up  area,1.0,1.0,1.0,661.0,furnished,4.0,3600000.0
bangalore,nagarbhavi,carpet  area,1.0,1.0,1.0,300.0,semi-furnished,1.0,2000000.0
bangalore,electronics city phase 1,built-up  area,1.0,1.0,1.0,580.0,furnished,4.0,2700000.0
bangalore,attibele,built-up  area,1.0,1.0,1.0,418.0,semi-furnished,5.0,1200000.0
bangalore,yelahanka,super built-up  area,1.0,1.0,1.0,654.0,unfurnished,1.0,3700000.0
bangalore,vijayanagar,super built-up  area,1.0,1.0,1.0,606.0,semi-furnished,0.0,4000000.0
bangalore,rajaji nagar,built-up  area,1.0,1.0,0.0,660.0,semi-furnished,3.0,7500000.0
bangalore,whitefield,super built-up  area,1.0,1.0,1.0,650.0,semi-furnished,1.0,2500000.0
bangalore,banashankari,super built-up  area,1.0,1.0,1.0,2400.0,semi-furnished,5.0,20000000.0
bangalore,devarachikkanahalli,built-up  area,1.0,1.0,1.0,615.0,semi-furnished,1.0,2400000.0
bangalore,electronic city,built-up  area,1.0,1.0,1.0,550.0,semi-furnished,3.0,1200000.0
bangalore,kuvempu nagar,super built-up  area,1.0,1.0,1.0,450.0,semi-furnished,5.0,2500000.0
bangalore,whitefield,built-up  area,1.0,1.0,0.0,810.0,semi-furnished,3.0,2100000.0
bangalore,rachenahalli,super built-up  area,1.0,1.0,0.0,680.0,semi-furnished,5.0,3264000.0
bangalore,kengeri,built-up  area,1.0,1.0,1.0,502.0,semi-furnished,1.0,2500000.0
bangalore,kanakpura road,super built-up  area,1.0,1.0,1.0,670.0,semi-furnished,2.0,3500000.0
bangalore,anjanapura,plot  area,1.0,2.0,0.0,600.0,semi-furnished,0.0,5500000.0
bangalore,nagarbhavi,built-up  area,1.0,2.0,2.0,710.0,semi-furnished,0.0,4000000.0
bangalore,kogilu,super built-up  area,1.0,1.0,1.0,700.0,semi-furnished,3.0,3084000.0
bangalore,5th phase jp nagar,built-up  area,1.0,1.0,1.0,600.0,semi-furnished,4.0,3000000.0
bangalore,laggere,plot  area,1.0,1.0,1.0,1200.0,semi-furnished,5.0,12500000.0
bangalore,kammanahalli,built-up  area,1.0,1.0,0.0,700.0,semi-furnished,1.0,5900000.0
bangalore,malleshwaram,super built-up  area,1.0,1.0,1.0,480.0,unfurnished,5.0,6000000.0
bangalore,venkatadri layout,super built-up  area,1.0,1.0,1.0,600.0,furnished,1.0,4300000.0
bangalore,hosa road,super built-up  area,1.0,1.0,1.0,760.0,semi-furnished,2.0,2490000.0
bangalore,8th phase jp nagar,super built-up  area,1.0,1.0,1.0,500.0,semi-furnished,5.0,3100000.0
bangalore,whitefield,super built-up  area,1.0,1.0,0.0,709.0,semi-furnished,4.0,3473500.0
bangalore,yeshwanthpur,super built-up  area,1.0,1.0,1.0,670.0,semi-furnished,2.0,3685000.0
bangalore,attibele,super built-up  area,1.0,1.0,1.0,400.0,unfurnished,5.0,1000000.0
bangalore,whitefield,super built-up  area,1.0,1.0,1.0,825.0,semi-furnished,4.0,4490000.0
bangalore,rayasandra,plot  area,1.0,1.0,1.0,540.0,semi-furnished,5.0,1650000.0
bangalore,ramamurthy nagar,built-up  area,1.0,1.0,1.0,600.0,semi-furnished,2.0,4300000.0
bangalore,9th phase jp nagar,built-up  area,1.0,1.0,0.0,600.0,furnished,0.0,2000000.0
bangalore,vishveshwarya layout,plot  area,1.0,1.0,1.0,750.0,unfurnished,3.0,3000000.0
bangalore,kanakpura road,super built-up  area,1.0,1.0,1.0,525.0,semi-furnished,3.0,3000000.0
bangalore,balagere,built-up  area,1.0,1.0,1.0,675.0,semi-furnished,3.0,4500000.0
bangalore,indira nagar,built-up  area,1.0,1.0,2.0,850.0,furnished,4.0,5700000.0
bangalore,electronic city,built-up  area,1.0,1.0,1.0,630.0,unfurnished,5.0,6000000.0
bangalore,makali,super built-up  area,1.0,1.0,1.0,500.0,semi-furnished,4.0,1500000.0
bangalore,rachenahalli,super built-up  area,1.0,1.0,1.0,680.0,semi-furnished,4.0,4600000.0
bangalore,6th phase jp nagar,built-up  area,1.0,1.0,1.0,600.0,furnished,5.0,7500000.0
bangalore,sarjapur,super built-up  area,1.0,1.0,1.0,625.0,semi-furnished,3.0,1900000.0
bangalore,jp nagar,super built-up  area,1.0,1.0,1.0,750.0,unfurnished,0.0,5250000.0
bangalore,kengeri,built-up  area,1.0,1.0,1.0,500.0,semi-furnished,0.0,1700000.0
bangalore,kothanur,built-up  area,1.0,1.0,1.0,627.0,semi-furnished,1.0,3000000.0
bangalore,kanakpura road,super built-up  area,1.0,2.0,2.0,525.0,semi-furnished,4.0,2700000.0
bangalore,whitefield,super built-up  area,1.0,1.0,1.0,530.0,semi-furnished,3.0,2944000.0
bangalore,devanahalli,super built-up  area,1.0,1.0,0.0,1200.0,semi-furnished,5.0,9500000.0
bangalore,balagere,super built-up  area,1.0,1.0,1.0,656.0,furnished,5.0,4300000.0
bangalore,whitefield,super built-up  area,1.0,1.0,1.0,905.0,semi-furnished,0.0,5000000.0
bangalore,whitefield,super built-up  area,1.0,1.0,0.0,630.5,semi-furnished,2.0,3215000.0
bangalore,whitefield,built-up  area,1.0,1.0,1.0,905.0,semi-furnished,4.0,5200000.0
bangalore,kanakpura road,super built-up  area,1.0,1.0,1.0,712.0,unfurnished,3.0,3844000.0
bangalore,kengeri satellite town,super built-up  area,1.0,1.0,1.0,654.0,semi-furnished,2.0,2200000.0
