city,location,locality_type,BHK,bathroom,balcony,total_sqft,furnishing,parking,price
Bangalore,Chokkanahalli,Plot  Area,1,1,1,1200,Unfurnished,4,2800000
Bangalore,Yelahanka New Town,Super built-up  Area,1,1,1,500,Unfurnished,5,2000000
Bangalore,Makali,Super built-up  Area,1,1,1,485,Unfurnished,5,1500000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,1,1,1,500,Semi-Furnished,2,2500000
Bangalore,Electronics City Phase 1,Super built-up  Area,1,1,1,630,Semi-Furnished,5,3900000
Bangalore,Binny Pete,Super built-up  Area,1,1,0,665,Unfurnished,0,5075000
Bangalore,Rachenahalli,Super built-up  Area,1,1,1,680,Furnished,1,4400000
Bangalore,Electronics City Phase 1,Carpet  Area,1,1,1,785,Unfurnished,2,5500000
Bangalore,Yelahanka New Town,Super built-up  Area,1,1,1,440,Semi-Furnished,5,1650000
Bangalore,9th Block Jayanagar,Plot  Area,1,1,0,700,Semi-Furnished,5,15000000
Bangalore,Kodichikkanahalli,Super built-up  Area,1,1,2,650,Semi-Furnished,3,3800000
Bangalore,Budigere,Super built-up  Area,1,1,1,764,Furnished,5,3200000
Bangalore,Kengeri,Built-up  Area,1,1,1,340,Semi-Furnished,2,1000000
Bangalore,Yelahanka,Super built-up  Area,1,1,1,628,Furnished,2,2400000
Bangalore,Attibele,Built-up  Area,1,1,1,400,Semi-Furnished,5,1400000
Bangalore,Sarjapur  Road,Super built-up  Area,1,1,0,580 - 650,Semi-Furnished,1,1783500
Bangalore,Bommanahalli,Super built-up  Area,1,1,0,520,Semi-Furnished,5,1950000
Bangalore,Kanakapura,Super built-up  Area,1,1,1,551,Semi-Furnished,0,3000000
Bangalore,Attibele,Super built-up  Area,1,1,1,500,Semi-Furnished,5,1700000
Bangalore,Yelahanka,Super built-up  Area,1,1,1,654,Unfurnished,0,3840000
Bangalore,Whitefield,Super built-up  Area,1,,,660 - 670,Semi-Furnished,0,2858500
Bangalore,Venkatadri Layout,Built-up  Area,1,1,1,595,Semi-Furnished,3,4200000
Bangalore,Ramagondanahalli,Plot  Area,1,1,0,540,Semi-Furnished,2,3000000
Bangalore,Thanisandra,Super built-up  Area,1,,,620 - 933,Semi-Furnished,5,4814500
Bangalore,Anekal,Super built-up  Area,1,1,1,600,Semi-Furnished,5,1650000
Bangalore,Laggere,Super built-up  Area,1,1,1,1200,Semi-Furnished,3,4800000
Bangalore,JP Nagar,Super built-up  Area,1,1,1,1050,Semi-Furnished,4,4400000
Bangalore,Nagarbhavi,Super built-up  Area,1,2,2,884,Semi-Furnished,4,3600000
Bangalore,Domlur,Built-up  Area,1,1,0,640,Semi-Furnished,4,5500000
Bangalore,Shettigere,Super built-up  Area,1,1,1,650,Semi-Furnished,0,2600000
Bangalore,Arekere,Built-up  Area,1,1,1,600,Semi-Furnished,2,2800000
Bangalore,Hulimavu,Super built-up  Area,1,1,2,688,Furnished,1,5000000
Bangalore,Malleshwaram,Super built-up  Area,1,1,1,686,Unfurnished,0,6250000
Bangalore,Anekal,Super built-up  Area,1,1,1,530,Semi-Furnished,2,1800000
Bangalore,Ananth Nagar,Super built-up  Area,1,2,2,500,Semi-Furnished,0,1400000
Bangalore,Panduranga Nagar,Built-up  Area,1,1,0,500,Semi-Furnished,4,2000000
Bangalore,Abbigere,Super built-up  Area,1,2,2,765,Furnished,5,3000000
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,1,671,Semi-Furnished,1,3685000
Bangalore,Basaveshwara Nagar Yelahanka,Super built-up  Area,1,2,1,581.91,Semi-Furnished,4,2500000
Bangalore,Ramamurthy Nagar,Super built-up  Area,1,1,1,360,Semi-Furnished,1,2600000
Bangalore,Whitefield,Super built-up  Area,1,1,1,950,Unfurnished,3,5000000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,0,670 - 980,Semi-Furnished,5,3629000
Bangalore,Bannerghatta Road,Super built-up  Area,1,1,1,595,Semi-Furnished,2,3183000
Bangalore,Kaveri Nagar,Super built-up  Area,1,1,2,750,Semi-Furnished,0,2500000
Bangalore,Whitefield,Super built-up  Area,1,1,1,825,Semi-Furnished,4,4500000
Bangalore,Electronic City,Super built-up  Area,1,1,1,630,Unfurnished,4,4700000
Bangalore,Upkar Layout,Built-up  Area,1,1,1,1050,Semi-Furnished,2,7000000
Bangalore,Bommanahalli,Built-up  Area,1,1,1,515,Semi-Furnished,0,2500000
Bangalore,Kogilu,Built-up  Area,1,1,0,540,Semi-Furnished,5,3600000
Bangalore,Austin Town,Built-up  Area,1,1,0,400,Unfurnished,4,1400000
Bangalore,Balagere,Super built-up  Area,1,1,0,645 - 936,Unfurnished,0,4190000
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,1,668,Unfurnished,0,3685000
Bangalore,Yelahanka New Town,Super built-up  Area,1,2,1,960,Semi-Furnished,4,1800000
Bangalore,Thyagaraja Nagar,Plot  Area,1,1,1,800,Semi-Furnished,0,10000000
Bangalore,Attibele,Built-up  Area,1,1,1,395,Furnished,1,1025000
Bangalore,Cox Town,Super built-up  Area,1,1,1,605,Semi-Furnished,2,2900000
Bangalore,Basavangudi,Built-up  Area,1,1,0,600,Furnished,2,9750000
Bangalore,KR Puram,Built-up  Area,1,1,1,714,Furnished,3,2800000
Bangalore,Sri Balaji Krupa Layout,Built-up  Area,1,1,0,600,Semi-Furnished,0,3200000
Bangalore,Tumkur Road,Super built-up  Area,1,1,0,596 - 804,Semi-Furnished,2,3009000
Bangalore,Thanisandra,Super built-up  Area,1,1,1,693,Semi-Furnished,2,3430000
Bangalore,Neeladri Nagar,Super built-up  Area,1,1,1,674,Semi-Furnished,5,2100000
Bangalore,Chandapura,Super built-up  Area,1,1,0,590,Semi-Furnished,5,1357000
Bangalore,Chandapura,Super built-up  Area,1,1,1,645,Semi-Furnished,0,1645000
Bangalore,Thanisandra,Super built-up  Area,1,1,2,760,Semi-Furnished,4,5030000
Bangalore,Prestige Sunrise,Super built-up  Area,1,1,1,700,Unfurnished,3,4100000
Bangalore,Vijayanagar,Super built-up  Area,1,1,0,606,Semi-Furnished,3,3478000
Bangalore,Neeladri Nagar,Built-up  Area,1,1,0,527,Semi-Furnished,3,2600000
Bangalore,Adityanagar,Plot  Area,1,1,0,1260,Semi-Furnished,1,4100000
Bangalore,BDS Layout,Plot  Area,1,1,0,1500,Furnished,5,3750000
Bangalore, Mysore Highway,Built-up  Area,1,1,1,600,Furnished,1,1700000
Bangalore,Binny Pete,Super built-up  Area,1,1,1,660,Unfurnished,5,5400000
Bangalore,Gottigere,Plot  Area,1,1,0,812,Semi-Furnished,1,2600000
Bangalore,Mahadevpura,Super built-up  Area,1,1,1,730,Semi-Furnished,1,3500000
Bangalore,Kaggalipura,Super built-up  Area,1,1,0,700,Semi-Furnished,5,3600000
Bangalore,Chandra Layout,Built-up  Area,1,1,1,890,Unfurnished,1,7500000
Bangalore,Abbigere,Super built-up  Area,1,1,0,734,Semi-Furnished,1,1982000
Bangalore,Chandapura,Super built-up  Area,1,1,0,630,Semi-Furnished,3,1386000
Bangalore,Kurubarahalli,Plot  Area,1,1,0,800,Semi-Furnished,0,5200000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,525,Semi-Furnished,4,2500000
Bangalore,sankeswari,Plot  Area,1,1,1,461.82,Furnished,2,3170000
Bangalore,Sector 2 HSR Layout,Super built-up  Area,1,1,1,794,Semi-Furnished,4,6000000
Bangalore,Hormavu,Super built-up  Area,1,2,1,1351,Furnished,4,5300000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,1,1,1,648,Semi-Furnished,1,3175000
Bangalore,Whitefield,Built-up  Area,1,1,1,905,Semi-Furnished,3,5500000
Bangalore,Raghuvanahalli,Built-up  Area,1,1,1,900,Semi-Furnished,2,3000000
Bangalore,Binny Pete,Super built-up  Area,1,1,1,665,Semi-Furnished,3,4608000
Bangalore,Whitefield,Super built-up  Area,1,1,0,613 - 648,Semi-Furnished,5,3279000
Bangalore,Hosa Road,Super built-up  Area,1,1,1,615,Furnished,2,2829000
Bangalore,Hosur Road,Super built-up  Area,1,1,1,460,Semi-Furnished,0,2100000
Bangalore,2nd Phase Judicial Layout,Super built-up  Area,1,1,1,525,Semi-Furnished,5,2600000
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,1,673,Semi-Furnished,2,3685000
Bangalore,Yelahanka New Town,Super built-up  Area,1,1,1,650,Semi-Furnished,4,2000000
Bangalore,Budigere,Super built-up  Area,1,1,1,664,Unfurnished,1,3500000
Bangalore,Thanisandra,Plot  Area,1,1,1,1380,Semi-Furnished,2,6210000
Bangalore,Vinayak Nagar,Built-up  Area,1,1,2,705,Furnished,5,3650000
Bangalore,Sarjapur  Road,Super built-up  Area,1,1,1,685,Unfurnished,3,4000000
Bangalore,Adityanagar,Plot  Area,1,1,1,1260,Semi-Furnished,1,4100000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,525,Semi-Furnished,5,3000000
Bangalore,Bagalakunte,Built-up  Area,1,1,1,700,Semi-Furnished,5,16200000
Bangalore,Kundalahalli,Built-up  Area,1,1,0,2400,Semi-Furnished,2,65000000
Bangalore,Thanisandra,Super built-up  Area,1,1,1,923,Furnished,2,6084000
Bangalore,Indira Nagar,Built-up  Area,1,1,0,500,Semi-Furnished,5,7000000
Bangalore,Attibele,Built-up  Area,1,1,1,420,Furnished,3,1700000
Bangalore,Binny Pete,Super built-up  Area,1,1,1,660,Semi-Furnished,1,6200000
Bangalore,Venkatadri Layout,Built-up  Area,1,1,1,596,Semi-Furnished,1,4200000
Bangalore,Thippasandra,Super built-up  Area,1,1,0,650,Furnished,5,3000000
Bangalore,Nagarbhavi,Built-up  Area,1,1,0,900,Semi-Furnished,0,17500000
Bangalore,Roopena Agrahara,Super built-up  Area,1,1,1,910,Semi-Furnished,1,4200000
Bangalore,Sector 2 HSR Layout,Super built-up  Area,1,1,2,794,Furnished,4,6500000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,525,Furnished,2,3000000
Bangalore,Celebrity Paradise Layout,Built-up  Area,1,1,1,532,Semi-Furnished,4,2249000
Bangalore,Electronic City,Built-up  Area,1,1,1,700,Semi-Furnished,5,3500000
Bangalore,Doddathoguru,Super built-up  Area,1,1,1,550,Semi-Furnished,5,1700000
Bangalore,Yelahanka New Town,Built-up  Area,1,1,1,350,Semi-Furnished,2,1350000
Bangalore,Sarjapur  Road,Super built-up  Area,1,1,1,835,Semi-Furnished,5,4695000
Bangalore,Electronics City Phase 1,Super built-up  Area,1,1,1,650,Furnished,2,2300000
Bangalore,Thanisandra,Built-up  Area,1,1,1,923,Semi-Furnished,2,4569000
Bangalore,Kudlu Gate,Super built-up  Area,1,1,1,703,Semi-Furnished,1,5200000
Bangalore,Sonnenahalli,Super built-up  Area,1,1,1,605,Semi-Furnished,3,4000000
Bangalore,Cholanayakanahalli,Plot  Area,1,2,0,750,Furnished,4,5000000
Bangalore,Sanjay nagar,Built-up  Area,1,1,1,965,Semi-Furnished,2,3200000
Bangalore,Chikkathoguru,Super built-up  Area,1,1,1,1500,Unfurnished,0,1950000
Bangalore,"Hoodi Circle, ",Built-up  Area,1,1,1,813,Semi-Furnished,1,3900000
Bangalore,Wilson Garden,Super built-up  Area,1,1,1,735,Semi-Furnished,0,7500000
Bangalore,Sarvabhouma Nagar,Built-up  Area,1,1,0,500,Semi-Furnished,4,2400000
Bangalore,Chandapura,Super built-up  Area,1,1,1,520,Unfurnished,1,1404000
Bangalore,Hosur Road,Super built-up  Area,1,1,2,760,Semi-Furnished,2,2128000
Bangalore,Kanakpura Road,Carpet  Area,1,1,0,381 - 535,Semi-Furnished,0,1969500
Bangalore,Whitefield,Super built-up  Area,1,1,0,524 - 894,Unfurnished,1,3438500
Bangalore,Marathahalli,Super built-up  Area,1,1,1,607,Semi-Furnished,0,3500000
Bangalore,Gottigere,Plot  Area,1,1,1,812,Semi-Furnished,3,2600000
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,0,540 - 670,Furnished,1,4174500
Bangalore,Magadi Road,Built-up  Area,1,1,0,440,Unfurnished,4,3500000
Bangalore,Balagere,Super built-up  Area,1,1,1,656,Unfurnished,3,5300000
Bangalore,Raja Rajeshwari Nagar,Super built-up  Area,1,1,0,550,Semi-Furnished,5,2100000
Bangalore,Kenchenahalli,Super built-up  Area,1,1,1,715,Unfurnished,3,4500000
Bangalore,Chandapura,Built-up  Area,1,1,1,620,Unfurnished,5,2700000
Bangalore,Avalahalli,Super built-up  Area,1,1,1,833,Semi-Furnished,3,4900000
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,1,669,Unfurnished,2,3685000
Bangalore,Dasanapura,Super built-up  Area,1,1,0,708,Semi-Furnished,1,2832000
Bangalore,Rachenahalli,Super built-up  Area,1,1,1,440,Semi-Furnished,0,2800000
Bangalore,Chandapura,Super built-up  Area,1,1,1,645,Furnished,2,1645000
Bangalore,Whitefield,Built-up  Area,1,1,1,624,Furnished,2,3500000
Bangalore,Budigere,Super built-up  Area,1,1,0,722,Unfurnished,0,4600000
Bangalore,Nagavarapalya,Super built-up  Area,1,1,1,705,Unfurnished,1,5250000
Bangalore,Hoodi,Super built-up  Area,1,1,1,706,Semi-Furnished,5,4824000
Bangalore,Kengeri,Super built-up  Area,1,1,1,416,Semi-Furnished,5,1950000
Bangalore,Marathahalli,Super built-up  Area,1,1,1,615,Furnished,4,4400000
Bangalore,Haralur Road,Super built-up  Area,1,1,1,575,Semi-Furnished,0,8800000
Bangalore,Kodigehalli,Super built-up  Area,1,1,1,655,Semi-Furnished,1,5300000
Bangalore,Thanisandra,Super built-up  Area,1,1,1,662,Semi-Furnished,3,4200000
Bangalore,Electronics City Phase 1,Super built-up  Area,1,1,1,755,Semi-Furnished,0,4241000
Bangalore,Chandapura,Super built-up  Area,1,1,1,645,Semi-Furnished,2,1645000
Bangalore,Neeladri Nagar,Built-up  Area,1,1,1,640,Semi-Furnished,4,2050000
Bangalore,Sarjapur  Road,Super built-up  Area,1,1,2,715,Semi-Furnished,5,2900000
Bangalore,Nagavarapalya,Super built-up  Area,1,1,1,705,Unfurnished,1,5700000
Bangalore,Doddathoguru,Super built-up  Area,1,1,1,750,Semi-Furnished,4,2550000
Bangalore,Marathahalli,Super built-up  Area,1,1,1,780,Semi-Furnished,5,5500000
Bangalore,Uttarahalli,Super built-up  Area,1,1,1,661,Furnished,4,3600000
Bangalore,Nagarbhavi,Carpet  Area,1,1,1,300,Semi-Furnished,1,2000000
Bangalore,Electronics City Phase 1,Built-up  Area,1,1,1,580,Furnished,4,2700000
Bangalore,Attibele,Built-up  Area,1,1,1,418,Semi-Furnished,5,1200000
Bangalore,Yelahanka,Super built-up  Area,1,1,1,654,Unfurnished,1,3700000
Bangalore,Vijayanagar,Super built-up  Area,1,1,1,606,Semi-Furnished,0,4000000
Bangalore,Rajaji Nagar,Built-up  Area,1,1,0,660,Semi-Furnished,3,7500000
Bangalore,Whitefield,Super built-up  Area,1,1,1,650,Semi-Furnished,1,2500000
Bangalore,Banashankari,Super built-up  Area,1,1,1,2400,Semi-Furnished,5,20000000
Bangalore,Devarachikkanahalli,Built-up  Area,1,1,1,615,Semi-Furnished,1,2400000
Bangalore,Electronic City,Built-up  Area,1,1,1,550,Semi-Furnished,3,1200000
Bangalore,Kuvempu Nagar,Super built-up  Area,1,1,1,450,Semi-Furnished,5,2500000
Bangalore,Whitefield,Built-up  Area,1,1,0,810,Semi-Furnished,3,2100000
Bangalore,Rachenahalli,Super built-up  Area,1,1,0,660 - 700,Semi-Furnished,5,3264000
Bangalore,Kengeri,Built-up  Area,1,1,1,502,Semi-Furnished,1,2500000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,670,Semi-Furnished,2,3500000
Bangalore,Anjanapura,Plot  Area,1,2,0,600,Semi-Furnished,0,5500000
Bangalore,Nagarbhavi,Built-up  Area,1,2,2,710,Semi-Furnished,0,4000000
Bangalore,Kogilu,Super built-up  Area,1,1,1,700,Semi-Furnished,3,3084000
Bangalore,5th Phase JP Nagar,Built-up  Area,1,1,1,600,Semi-Furnished,4,3000000
Bangalore,Laggere,Plot  Area,1,1,1,1200,Semi-Furnished,5,12500000
Bangalore,Kammanahalli,Built-up  Area,1,1,0,700,Semi-Furnished,1,5900000
Bangalore,Malleshwaram,Super built-up  Area,1,1,1,480,Unfurnished,5,6000000
Bangalore,Venkatadri Layout,Super built-up  Area,1,1,1,600,Furnished,1,4300000
Bangalore,Hosa Road,Super built-up  Area,1,1,1,760,Semi-Furnished,2,2490000
Bangalore,8th Phase JP Nagar,Super built-up  Area,1,1,1,500,Semi-Furnished,5,3100000
Bangalore,Whitefield,Super built-up  Area,1,1,0,524 - 894,Semi-Furnished,4,3473500
Bangalore,Yeshwanthpur,Super built-up  Area,1,1,1,670,Semi-Furnished,2,3685000
Bangalore,Attibele,Super built-up  Area,1,1,1,400,Unfurnished,5,1000000
Bangalore,Whitefield,Super built-up  Area,1,1,1,825,Semi-Furnished,4,4490000
Bangalore,Rayasandra,Plot  Area,1,1,1,540,Semi-Furnished,5,1650000
Bangalore,Ramamurthy Nagar,Built-up  Area,1,1,1,600,Semi-Furnished,2,4300000
Bangalore,9th Phase JP Nagar,Built-up  Area,1,1,0,600,Furnished,0,2000000
Bangalore,Vishveshwarya Layout,Plot  Area,1,1,1,750,Unfurnished,3,3000000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,525,Semi-Furnished,3,3000000
Bangalore,Balagere,Built-up  Area,1,1,1,675,Semi-Furnished,3,4500000
Bangalore,Indira Nagar,Built-up  Area,1,1,2,850,Furnished,4,5700000
Bangalore,Electronic City,Built-up  Area,1,1,1,630,Unfurnished,5,6000000
Bangalore,Makali,Super built-up  Area,1,1,1,500,Semi-Furnished,4,1500000
Bangalore,Rachenahalli,Super built-up  Area,1,1,1,680,Semi-Furnished,4,4600000
Bangalore,6th Phase JP Nagar,Built-up  Area,1,1,1,600,Furnished,5,7500000
Bangalore,Sarjapur,Super built-up  Area,1,1,1,625,Semi-Furnished,3,1900000
Bangalore,JP Nagar,Super built-up  Area,1,1,1,750,Unfurnished,0,5250000
Bangalore,Kengeri,Built-up  Area,1,1,1,500,Semi-Furnished,0,1700000
Bangalore,Kothanur,Built-up  Area,1,1,1,627,Semi-Furnished,1,3000000
Bangalore,Kanakpura Road,Super built-up  Area,1,,,525,Semi-Furnished,4,2700000
Bangalore,Whitefield,Super built-up  Area,1,1,1,530,Semi-Furnished,3,2944000
Bangalore,Devanahalli,Super built-up  Area,1,1,0,1200,Semi-Furnished,5,9500000
Bangalore,Balagere,Super built-up  Area,1,1,1,656,Furnished,5,4300000
Bangalore,Whitefield,Super built-up  Area,1,1,1,905,Semi-Furnished,0,5000000
Bangalore,Whitefield,Super built-up  Area,1,1,0,613 - 648,Semi-Furnished,2,3215000
Bangalore,Whitefield,Built-up  Area,1,1,1,905,Semi-Furnished,4,5200000
Bangalore,Kanakpura Road,Super built-up  Area,1,1,1,712,Unfurnished,3,3844000
Bangalore,Kengeri Satellite Town,Super built-up  Area,1,1,1,654,Semi-Furnished,2,2200000
Bangalore,Sonnenahalli,Super built-up  Area,1,1,0,605 - 624,Semi-Furnished,1,3071500
Bangalore,Hegganahalli,Built-up  Area,1,2,1,1200,Semi-Furnished,3,4500000
Bangalore,Marenahalli,Super built-up  Area,1,1,0,840,Furnished,4,7500000
Bangalore,Mysore Road,Plot  Area,1,1,0,45,Unfurnished,5,2300000
Bangalore,Devanahalli,Super built-up  Area,1,1,1,658,Semi-Furnished,1,3400000
Bangalore,1st Phase JP Nagar,Built-up  Area,1,1,1,78.03Sq. Meter,Unfurnished,5,6300000
Bangalore,Hosakerehalli,Built-up  Area,1,1,0,1200,Unfurnished,4,15000000
Bangalore,Thanisandra,Built-up  Area,1,1,1,693,Unfurnished,0,3430000
Bangalore,Electronic City,Super built-up  Area,1,1,1,630,Unfurnished,0,4700000
Bangalore,Nagavarapalya,Super built-up  Area,1,1,1,705,Semi-Furnished,3,5500000
Bangalore,Yelahanka,Super built-up  Area,1,1,1,602,Semi-Furnished,2,2600000
Bangalore,Jalahalli West,Super built-up  Area,1,1,1,550,Semi-Furnished,3,2300000
Bangalore,Kengeri,Super built-up  Area,1,1,1,540,Semi-Furnished,5,2250000
Bangalore,Electronics City Phase 1,Built-up  Area,1,1,0,635,Furnished,0,2600000
Bangalore,Devanahalli,Super built-up  Area,1,1,0,658,Semi-Furnished,5,2691000
Bangalore,Rachenahalli,Super built-up  Area,1,1,1,690,Semi-Furnished,3,3980000
Bangalore,Sarjapur  Road,Super built-up  Area,1,1,0,950,Semi-Furnished,4,3990000
Bangalore,Yelahanka,Built-up  Area,1,1,1,651,Semi-Furnished,3,1750000
Bangalore,Chandapura,Super built-up  Area,1,1,1,645,Semi-Furnished,3,1645000
Bangalore,Yelahanka New Town,Super built-up  Area,1,2,1,500,Semi-Furnished,4,2400000
Bangalore,Kalena Agrahara,Super built-up  Area,1,1,1,610,Unfurnished,1,3900000
Bangalore,1st Phase JP Nagar,Built-up  Area,1,2,2,840,Furnished,0,5000000
Bangalore,Rayasandra,Super built-up  Area,1,1,1,583,Semi-Furnished,2,2690000
Bangalore,Whitefield,Super built-up  Area,1,1,1,750,Semi-Furnished,5,5100000
Bangalore,Kurubarahalli,Built-up  Area,1,1,0,1200,Semi-Furnished,5,6900000
Bangalore,Hegganahalli,Plot  Area,1,1,0,1200,Furnished,0,4800000
Bangalore,Kothanur,Plot  Area,1,1,0,1500,Semi-Furnished,5,7500000
Bangalore,Begur Road,Super built-up  Area,1,1,1,644,Semi-Furnished,1,4000000
Bangalore,Marathahalli,Super built-up  Area,1,1,1,700,Semi-Furnished,2,3800000
Bangalore,Chandapura,Super built-up  Area,1,1,1,645,Furnished,2,1645000
Bangalore,Shivaji Nagar,Plot  Area,1,1,1,3820,Semi-Furnished,5,30600000
Bangalore,Kadugodi,Super built-up  Area,1,1,0,840 - 1010,Semi-Furnished,3,4070000
Bangalore,Electronics City Phase 1,Built-up  Area,1,1,1,638,Furnished,2,3200000
Bangalore,Basava Nagar,Super built-up  Area,1,1,1,550,Unfurnished,5,1600000
